,date,rawContent,cleaned_content
163,2022-09-26 09:51:13+00:00,@FGlitches2022 @mister_dom7 @akemaart @A1yinHC https://t.co/INzGl0kZrf,
164,2022-09-26 09:51:11+00:00,"You're the best fifty four

CARDAGULAN SA PIE WithEIAN

#EianRances | #SelaGuia 
#SuperSEian",youre best fifty four cardagulan sa pie witheian
165,2022-09-26 09:51:10+00:00,@Spotlight_Abby @ruffydfire @dino_melaye @atiku https://t.co/4bMDfA1mXK,
166,2022-09-26 09:51:08+00:00,@BadDogsClub FURRY,furry
167,2022-09-26 09:51:08+00:00,@CoachCaroline @DrZemouri @Assita_Kanko En tegen gristelijke scholen? Of is dat allemaal wel best want “Westerse cultuur”?,en tegen gristelijke scholen is dat allemaal wel best want westerse cultuur
168,2022-09-26 09:51:06+00:00,Concussions have always been associated with better mating opportunities. Diabetes has always been associated with sedentary wealth.,concussions have always been associated with better mating opportunities diabetes has always been associated with sedentary wealth
169,2022-09-26 09:51:04+00:00,Please be fr right now.,please be fr right now
170,2022-09-26 09:51:04+00:00,"@anaktanduk oh yes im very aware of that haha just wondering if it changes as i “change” and as much as i wish it wont, i feel like it does 😭",oh yes im very aware that haha just wondering if it changes as i change as much as i wish it wont i feel like it does
171,2022-09-26 09:51:04+00:00,Best of luck Gelo 😂,best luck gelo
172,2022-09-26 09:51:04+00:00,"BITCH I WAKE UP!! 😫🔥
NOSTYLIST by Destroylonely on #SoundCloud https://t.co/b5UJD9R4gr",bitch i wake up nostylist by destroylonely
173,2022-09-26 09:51:02+00:00,@0xdvnrnvrwin Aamiin aamiin aamiin aamiin aamiin aamiin ya Allah,aamiin aamiin aamiin aamiin aamiin aamiin ya allah
174,2022-09-26 09:51:01+00:00,@nadsam_art This is cool Mini Mouse 😅,this is cool mini mouse
